Categoria;Marca;Modelo;Versão;Motor;Tipo de Propulsão;Transmissão;Ar Condicionado;Direção Assistida;Combustível;Poluentes(NMOG+NOx [mg/km]);Poluentes(CO [mg/km]);Poluentes(CHO [mg/km]);Redução Relativa ao Limite;Gás Efeito Estufa (Etanol [CO2 fóssil] [g/km]);Gás Efeito Estufa (Gasolina ou Diesel [CO2 fóssil] [g/km]);Gás Efeito Estufa (VEHP [CO2 fóssil] [g/km]);Km - (Etanol[Cidade][km/l]);Km - (Etanol[Estrada][km/l]);Km - (Gasolina ou Diesel[Cidade][km/l]);Km - (Gasolina ou Diesel[Estrada][km/l]);Km - (Elétrico quando VE ou VEHP [Cidade][km/le]);Km - (Elétrico quando VE ou VEHP [Estrada][km/le]);Consumo Energético;Autonomia modo Elétrico;Classificação PBE (Comparação Relativa);Classificação PBE (Absoluta na Categoria);Selo CONPET de Eficiência Energética;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;PRO15T;1.5T-16V;Combustão;CVT;S;E;F;62;236;2;B;0;127;\;6,9;8,1;9,9;11,5;\;\;2,06;\;D;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;T;1.5T-16V;Combustão;CVT;S;E;F;62;236;2;B;0;127;\;6,9;8,1;9,9;11,5;\;\;2,06;\;D;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;TXS;1.5T-16V;Combustão;CVT;S;E;F;62;236;2;B;0;127;\;6,9;8,1;9,9;11,5;\;\;2,06;\;D;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;H;1.5T-16V;Híbrido;CVT;S;E;F;54;461;1;B;0;121;\;8,1;8,3;11,1;10,9;\;\;1,90;\;C;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;PROHA;1.5T-16V;Híbrido;CVT;S;E;F;54;461;1;B;0;121;\;8,1;8,3;11,1;10,9;\;\;1,90;\;C;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;PROH;1.5T-16V;Híbrido;CVT;S;E;F;54;461;1;B;0;121;\;8,1;8,3;11,1;10,9;\;\;1,90;\;C;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;SPORT;1.5T-16V;Combustão;CVT;S;E;F;62;236;2;B;0;127;\;6,9;8,1;9,9;11,5;\;\;2,06;\;D;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;H;1.5T-16V;Híbrido;CVT;S;E;F;60;164;1;B;0;111;\;8,7;8,8;11,8;12,3;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;PROHA;1.5T-16V;Híbrido;CVT;S;E;F;60;164;1;B;0;111;\;8,7;8,8;11,8;12,3;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;PROH;1.5T-16V;Híbrido;CVT;S;E;F;60;164;1;B;0;111;\;8,7;8,8;11,8;12,3;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;TA;1.0T-12V;Combustão;A-6;S;E;F;38;488;3;B;0;110;\;7,8;9,6;11,2;13,6;\;\;1,78;\;C;C;-;
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;TALT;1.0T-12V;Combustão;A-6;S;E;F;38;488;3;B;0;110;\;7,8;9,6;11,2;13,6;\;\;1,78;\;C;C;-;
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;TALTZ;1.0T-12V;Combustão;A-6;S;E;F;38;488;3;B;0;110;\;7,8;9,6;11,2;13,6;\;\;1,78;\;C;C;-;
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;TAPR;1.0T-12V;Combustão;A-6;S;E;F;38;488;3;B;0;110;\;7,8;9,6;11,2;13,6;\;\;1,78;\;C;C;-;
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;TAMID;1.0T-12V;Combustão;A-6;S;E;F;38;488;3;B;0;110;\;7,8;9,6;11,2;13,6;\;\;1,78;\;C;C;-;
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;12TAPR;1.2T-12V;Combustão;A-6;S;E;F;43;431;4;C;0;117;\;7,2;9,2;10,4;13,2;\;\;1,89;\;C;C;-;
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;12TARS;1.2T-12V;Combustão;A-6;S;E;F;43;431;4;C;0;117;\;7,2;9,2;10,4;13,2;\;\;1,89;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C4CACTUS;SHINET;1.6-16VT;Combustão;A-6;S;E;F;44;197;5;B;0;107;\;8,2;9,5;11,7;13,4;\;\;1,73;\;B;C;-;
Utilitário Esportivo Compacto;CITROEN;C4CACTUS;NOIR;1.6-16VT;Combustão;A-6;S;E;F;44;197;5;B;0;107;\;8,2;9,5;11,7;13,4;\;\;1,73;\;B;C;-;
Utilitário Esportivo Compacto;CITROEN;C4CACTUS;FEELP;1.6-16V;Combustão;A-6;S;E;F;41;480;1;B;0;113;\;7,7;8,9;11,2;12,7;\;\;1,84;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C4CACTUS;LIVEA;1.6-16V;Combustão;A-6;S;E;F;41;480;1;B;0;113;\;7,7;8,9;11,2;12,7;\;\;1,84;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C3;LIVEPACKAT;1.6-16V;Combustão;A-6;S;E;F;50;551;2;C;0;121;\;7,2;8,5;10,3;12,4;\;\;1,96;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C3;FEELPKAT;1.6-16V;Combustão;A-6;S;E;F;50;551;2;C;0;121;\;7,2;8,5;10,3;12,4;\;\;1,96;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C3;FEEL1.0;1.0-6V;Combustão;M-5;S;E;F;41;381;2;B;0;96;\;9,3;10,5;13,0;14,6;\;\;1,54;\;A;C;-;
Utilitário Esportivo Compacto;CITROEN;C3;LIVE1.0;1.0-6V;Combustão;M-5;S;E;F;41;381;2;B;0;96;\;9,3;10,5;13,0;14,6;\;\;1,54;\;A;C;-;
Utilitário Esportivo Compacto;CITROEN;C3;LIVEPK1.0;1.0-6V;Combustão;M-5;S;E;F;41;381;2;B;0;96;\;9,3;10,5;13,0;14,6;\;\;1,54;\;A;C;-;
Utilitário Esportivo Compacto;CITROEN;C3AIRCROSS;FL;1.0-12VT;Combustão;CVT-7;S;E;F;58;414;4;C;0;119;\;7,4;8,6;10,6;12,0;\;\;1,93;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C3AIRCROSS;FLPK;1.0-12VT;Combustão;CVT-7;S;E;F;58;414;4;C;0;119;\;7,4;8,6;10,6;12,0;\;\;1,93;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C3AIRCROSS;SH;1.0-12VT;Combustão;CVT-7;S;E;F;58;414;4;C;0;119;\;7,4;8,6;10,6;12,0;\;\;1,93;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C3AIRCROSS;FL7;1.0-12VT;Combustão;CVT-7;S;E;F;58;414;4;C;0;119;\;7,4;8,6;10,6;12,0;\;\;1,93;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C3AIRCROSS;FLPK7;1.0-12VT;Combustão;CVT-7;S;E;F;58;414;4;C;0;119;\;7,4;8,6;10,6;12,0;\;\;1,93;\;C;C;-;
Utilitário Esportivo Compacto;CITROEN;C3AIRCROSS;SH7;1.0-12VT;Combustão;CVT-7;S;E;F;58;414;4;C;0;119;\;7,4;8,6;10,6;12,0;\;\;1,93;\;C;C;-;
Utilitário Esportivo Compacto;FIAT;ARGO;TREKKING1.3AT;1.3-8V;Combustão;CVT-7;S;E;F;37;145;2;B;0;100;\;8,9;10,1;12,7;13,9;\;\;1,60;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;ARGO;TREKKING1.3;1.3-8V;Combustão;M-5;S;E;F;22;151;2;A;0;100;\;9,1;10,0;12,6;14,1;\;\;1,60;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;FASTBACK;DRIVE;1.0-12VT;Combustão;CVT-7;S;E;F;50;206;6;B;0;102;\;8,4;10,2;11,9;14,6;\;\;1,65;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;FASTBACK;AUDACE;1.0-12VT;Combustão;CVT-7;S;E;F;50;206;6;B;0;102;\;8,4;10,2;11,9;14,6;\;\;1,65;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;FASTBACK;ABARTH270;1.3-16VT;Combustão;A-6;S;E;F;42;288;4;B;0;118;\;7,2;9,3;10,3;13,1;\;\;1,90;\;C;C;-;
Utilitário Esportivo Compacto;FIAT;FASTBACK;LIMITED ED;1.3-16VT;Combustão;A-6;S;E;F;41;301;6;B;0;108;\;7,8;9,7;11,4;13,7;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;FASTBACK;IMPETUS;1.0-12VT;Combustão;CVT-7;S;E;F;50;183;5;B;0;108;\;8,1;9,7;11,3;13,9;\;\;1,74;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;FASTBACK;TURBO270;1.3-16VT;Combustão;A-6;S;E;F;38;211;3;B;0;109;\;7,9;9,7;11,3;13,6;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;FASTBACK;TURBO200;1.0-12VT;Combustão;CVT-7;S;E;F;50;206;6;B;0;102;\;8,4;10,2;11,9;14,6;\;\;1,65;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;PULSE;DRIVEMT;1.3-8V;Combustão;M-5;S;E;F;46;142;4;B;0;99;\;9,0;10,4;12,5;14,7;\;\;1,58;\;A;C;-;
Utilitário Esportivo Compacto;FIAT;PULSE;MT;1.3-8V;Combustão;M-5;S;E;F;46;142;4;B;0;99;\;9,0;10,4;12,5;14,7;\;\;1,58;\;A;C;-;
Utilitário Esportivo Compacto;FIAT;PULSE;DRIVEAT;1.3-8V;Combustão;CVT-7;S;E;F;39;333;2;B;0;99;\;8,8;10,6;12,5;14,5;\;\;1,58;\;A;C;-;
Utilitário Esportivo Compacto;FIAT;PULSE;ABARTH270;1.3-16VT;Combustão;A-6;S;E;F;48;255;7;B;0;122;\;7,1;8,9;10,2;12,3;\;\;1,96;\;C;C;-;
Utilitário Esportivo Compacto;FIAT;PULSE;DRIVETF200;1.0-12VT;Combustão;CVT-7;S;E;F;44;144;5;B;0;102;\;8,4;10,2;12,1;14,4;\;\;1,64;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;PULSE;AUDACETF200;1.0-12VT;Combustão;CVT-7;S;E;F;44;144;5;B;0;102;\;8,4;10,2;12,1;14,4;\;\;1,64;\;B;C;-;
Utilitário Esportivo Compacto;FIAT;PULSE;IMPETUSTF200;1.0-12VT;Combustão;CVT-7;S;E;F;44;144;5;B;0;102;\;8,4;10,2;12,1;14,4;\;\;1,64;\;B;C;-;
Utilitário Esportivo Compacto;Hyundai;CRETA;NLine;1.0-12VT;Combustão;A-6;S;E;F;31;113;3;A;0;109;\;8,3;9,1;11,9;12,6;\;\;1,75;\;B;C;-;
Utilitário Esportivo Compacto;Hyundai;CRETA;Comfort;1.0-12VT;Combustão;A-6;S;E;F;31;113;3;A;0;109;\;8,3;9,1;11,9;12,6;\;\;1,75;\;B;C;-;
Utilitário Esportivo Compacto;Hyundai;CRETA;Limited;1.0-12VT;Combustão;A-6;S;E;F;31;113;3;A;0;109;\;8,3;9,1;11,9;12,6;\;\;1,75;\;B;C;-;
Utilitário Esportivo Compacto;Hyundai;CRETA;Platinum;1.0-12VT;Combustão;A-6;S;E;F;31;113;3;A;0;109;\;8,3;9,1;11,9;12,6;\;\;1,75;\;B;C;-;
Utilitário Esportivo Compacto;Hyundai;CRETA;Ultimate;2.0-16V;Combustão;A-6;S;E;F;23;466;3;B;0;115;\;7,7;8,8;11,1;12,4;\;\;1,85;\;C;C;-;
Utilitário Esportivo Compacto;Hyundai;CRETA;Action;1.6-16V;Combustão;A-6;S;E;F;57;577;2;B;0;127;\;7,1;8,1;9,7;12,1;\;\;2,04;\;D;C;-;
Utilitário Esportivo Compacto;JEEP;RENEGADE;SPTT270;1.3-16VT;Combustão;A-6;S;E;F;56;379;5;B;0;115;\;7,7;9,0;10,9;12,7;\;\;1,84;\;C;C;-;
Utilitário Esportivo Compacto;JEEP;RENEGADE;LGTD T270;1.3-16VT;Combustão;A-6;S;E;F;56;379;5;B;0;115;\;7,7;9,0;10,9;12,7;\;\;1,84;\;C;C;-;
Utilitário Esportivo Compacto;JEEP;RENEGADE;1.3TURBO;1.3-16VT;Combustão;A-6;S;E;F;56;379;5;B;0;115;\;7,7;9,0;10,9;12,7;\;\;1,84;\;C;C;-;
Utilitário Esportivo Compacto;Nissan;Kicks;SENSE;1.6-16V;Combustão;CVT;S;E;F;30;159;2;B;0;109;\;7,8;9,5;11,4;13,8;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;Nissan;Kicks;EXCLUSI;1.6-16V;Combustão;CVT;S;E;F;30;159;2;B;0;109;\;7,8;9,5;11,4;13,8;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;Nissan;Kicks;ACTIVE;1.6-16V;Combustão;CVT;S;E;F;30;159;2;B;0;109;\;7,8;9,5;11,4;13,8;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;Nissan;Kicks;ADVANCE;1.6-16V;Combustão;CVT;S;E;F;30;159;2;B;0;109;\;7,8;9,5;11,4;13,8;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;Nissan;Kicks;XPLAY;1.6-16V;Combustão;CVT;S;E;F;30;159;2;B;0;109;\;7,8;9,5;11,4;13,8;\;\;1,76;\;B;C;-;
Utilitário Esportivo Compacto;PEUGEOT;2008;GRF THPAT;1.6-16VT;Combustão;A-6;S;E;F;49;172;6;B;0;112;\;7,8;9,1;11,2;12,9;\;\;1,81;\;C;C;-;
Utilitário Esportivo Compacto;PEUGEOT;2008;GRIFFEEAT6;1.6-16V;Combustão;A-6;S;E;F;33;544;3;B;0;115;\;7,6;8,6;11,0;12,4;\;\;1,87;\;C;C;-;
Utilitário Esportivo Compacto;PEUGEOT;2008;ALLUREEAT6;1.6-16V;Combustão;A-6;S;E;F;33;544;3;B;0;115;\;7,6;8,6;11,0;12,4;\;\;1,87;\;C;C;-;
Utilitário Esportivo Compacto;PEUGEOT;2008;ALLUREPK;1.6-16V;Combustão;A-6;S;E;F;33;544;3;B;0;115;\;7,6;8,6;11,0;12,4;\;\;1,87;\;C;C;-;
Utilitário Esportivo Compacto;PEUGEOT;2008;ROADTRIPAT;1.6-16V;Combustão;A-6;S;E;F;33;544;3;B;0;115;\;7,6;8,6;11,0;12,4;\;\;1,87;\;C;C;-;
Utilitário Esportivo Compacto;Renault;Kwid;Zen;1.0-12V;Combustão;M-5;S;E-H;F;65;403;5;C;0;84;\;10,8;11,0;15,3;15,7;\;\;1,36;\;A;B;SIM;
Utilitário Esportivo Compacto;Renault;Kwid;Intense;1.0-12V;Combustão;M-5;S;E-H;F;65;403;5;C;0;84;\;10,8;11,0;15,3;15,7;\;\;1,36;\;A;B;SIM;
Utilitário Esportivo Compacto;Renault;Kwid;Outsider;1.0-12V;Combustão;M-5;S;E-H;F;65;403;5;C;0;84;\;10,8;11,0;15,3;15,7;\;\;1,36;\;A;B;SIM;
Utilitário Esportivo Compacto;Renault;Kwid;IntenseBiton;1.0-12V;Combustão;M-5;S;E-H;F;65;403;5;C;0;84;\;10,8;11,0;15,3;15,7;\;\;1,36;\;A;B;SIM;
Utilitário Esportivo Compacto;Renault;Sandero;SZE16MT;1.6-16V;Combustão;M-5;S;E-H;F;45;362;2;B;0;111;\;8,3;8,5;11,8;12,1;\;\;1,80;\;C;C;-;
Utilitário Esportivo Compacto;Renault;Sandero;SIC16CVT;1.6-16V;Combustão;CVT;S;E-H;F;49;421;5;C;0;121;\;7,4;8,3;10,7;11,6;\;\;1,95;\;C;C;-;
Utilitário Esportivo Compacto;Renault;Kardian;PREM AT;1.012V;Combustão;DCT;S;E;F;34;398;2;B;0;98;\;9,0;9,7;13,1;13,9;\;\;1,59;\;B;C;-;
Utilitário Esportivo Compacto;Renault;Kardian;TECHAT;1.012V;Combustão;DCT;S;E;F;34;398;2;B;0;98;\;9,0;9,7;13,1;13,9;\;\;1,59;\;B;C;-;
Utilitário Esportivo Compacto;Renault;Kardian;EVOAT;1.012V;Combustão;DCT;S;E;F;34;398;2;B;0;98;\;9,0;9,7;13,1;13,9;\;\;1,59;\;B;C;-;
Utilitário Esportivo Compacto;VW;NIVUS;COMFORTLINE200TSI AUTOMÁTICO;1.0-12V;Combustão;A-6;S;E;F;48;207;6;B;0;103;\;8,3;9,9;11,9;14,1;\;\;1,68;\;B;C;-;
Utilitário Esportivo Compacto;VW;NIVUS;HIGHLINE200TSI AUTOMÁTICO;1.0-12V;Combustão;A-6;S;E;F;48;207;6;B;0;103;\;8,3;9,9;11,9;14,1;\;\;1,68;\;B;C;-;
Utilitário Esportivo Compacto;VW;NIVUS;SENSETSI;1.0-12V;Combustão;A-6;S;E;F;48;207;6;B;0;103;\;8,3;9,9;11,9;14,1;\;\;1,68;\;B;C;-;
Utilitário Esportivo Compacto;VW;T CROSS;HIGHLINE250TSI AUTOMÁTICO;1.4-16V;Combustão;A-6;S;E;F;33;110;3;B;0;106;\;8,1;10,1;11,6;14,3;\;\;1,70;\;B;C;-;
Utilitário Esportivo Compacto;VW;T CROSS;SENSE200TSI AUTOMATICO;1.0-12V;Combustão;A-6;S;E;F;38;134;4;B;0;103;\;8,2;10,1;11,9;14,3;\;\;1,67;\;B;C;-;
Utilitário Esportivo Compacto;VW;T CROSS;200TSI AUTOMATICO;1.0-12V;Combustão;A-6;S;E;F;38;134;4;B;0;103;\;8,2;10,1;11,9;14,3;\;\;1,67;\;B;C;-;
Utilitário Esportivo Compacto;VW;T CROSS;HIGHLINE250TSI AUTOMÁTICO;1.4-16V;Combustão;A-6;S;E;F;41;190;3;B;0;105;\;8,1;9,8;11,7;14,0;\;\;1,71;\;B;C;-;
Utilitário Esportivo Compacto;VW;T CROSS;"COMFORTLINE200TSI AUTOMATICO200TSI AUTOMATICO";1.0-12V;Combustão;A-6;S;E;F;51;195;3;B;0;104;\;8,1;9,8;11,9;14,1;\;\;1,69;\;B;C;-;
Utilitário Esportivo Compacto;VW;T CROSS;COMFORTLINE200TSI AUTOMATICO;1.0-12V;Combustão;A-6;S;E;F;38;134;4;B;0;103;\;8,2;10,1;11,9;14,3;\;\;1,67;\;B;C;-;
Utilitário Esportivo Grande;AUDI;Q3;Prestige;2.0-16V;Combustão;A-8;S;E;G;10;96;0;A;\;154;\;\;\;8,0;10,3;\;\;2,50;\;E;D;-;
Utilitário Esportivo Grande;AUDI;Q3;Performance;2.0-16V;Combustão;A-8;S;E;G;10;96;0;A;\;154;\;\;\;8,0;10,3;\;\;2,50;\;E;D;-;
Utilitário Esportivo Grande;AUDI;Q3;PerformanceBlack;2.0-16V;Combustão;A-8;S;E;G;10;96;0;A;\;154;\;\;\;8,0;10,3;\;\;2,50;\;E;D;-;
Utilitário Esportivo Grande;AUDI;Q3;Anniversary Edition;2.0-16V;Combustão;A-8;S;E;G;10;96;0;A;\;154;\;\;\;8,0;10,3;\;\;2,50;\;E;D;-;
Utilitário Esportivo Grande;AUDI;Q3Sportback;Performance;2.0-16V;Combustão;A-8;S;E;G;9;125;0;A;\;155;\;\;\;8,0;10,1;\;\;2,52;\;E;D;-;
Utilitário Esportivo Grande;AUDI;Q3Sportback;PerformanceBlack;2.0-16V;Combustão;A-8;S;E;G;9;125;0;A;\;155;\;\;\;8,0;10,1;\;\;2,52;\;E;D;-;
Utilitário Esportivo Grande;AUDI;Q3Sportback;Anniversary Edition;2.0-16V;Combustão;A-8;S;E;G;9;125;0;A;\;155;\;\;\;8,0;10,1;\;\;2,52;\;E;D;-;
Utilitário Esportivo Grande;BMW;X1;sDrive18iGP;1.5-12V;Combustão;A-7;S;E;G;16;293;1;A;\;109;\;\;\;11,4;13,5;\;\;1,77;\;A;C;-;
Utilitário Esportivo Grande;BMW;X1;sDrive18iGP;1.5-12V;Combustão;A-7;S;E;G;16;293;1;A;\;109;\;\;\;11,4;13,5;\;\;1,77;\;A;C;-;
Utilitário Esportivo Grande;BMW;X1;sDrive20iXLine;2.0-16V;Combustão;A-7;S;E;G;10;312;0;A;\;2;\;\;\;2,3;152,4;\;\;9,45;\;A;C;-;
Utilitário Esportivo Grande;BMW;X1;sDrive20iM Sport;2.0-16V;Combustão;A-7;S;E;G;10;257;1;A;\;116;\;\;\;10,6;12,9;\;\;1,89;\;A;C;-;
Utilitário Esportivo Grande;BMW;X1;sDrive20iXLine;2.0-16V;Combustão;A-7;S;E;G;12;188;0;A;\;115;\;\;\;10,8;13,0;\;\;1,86;\;A;C;-;
Utilitário Esportivo Grande;BMW;X1;sDrive20iM Sport;2.0-16V;Combustão;A-7;S;E;G;10;146;1;A;\;113;\;\;\;10,9;13,3;\;\;1,83;\;A;C;-;
Utilitário Esportivo Grande;BMW;X2;xDrive20i;2.0-16V;Combustão;A-7;S;E;G;22;333;1;A;\;123;\;\;\;9,9;12,6;\;\;1,99;\;B;C;-;
Utilitário Esportivo Grande;BYD;TAN;AWDGS680EV;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;27,7;23,3;0,79;309;A;A;-;
Utilitário Esportivo Grande;BYD;YUAN PLUS;GL310EV;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;39,8;33,1;0,56;294;A;A;-;
Utilitário Esportivo Grande;BYD;YUAN PLUS;GS310EV;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;39,8;33,1;0,56;294;A;A;-;
Utilitário Esportivo Grande;BYD;SONGPLUS(MY25);GSDM;1.5-16V;Plug-in;CVT;S;E;G;15;65;1;A;\;14;0;\;\;14,9;12,1;39,1;30,8;0,58;68;A;A;SIM;
Utilitário Esportivo Grande;BYD;SONGPLUS;GSDM;1.5-16V;Plug-in;CVT;S;E;G;22;165;0;A;\;40;0;\;\;15,1;13,2;35,6;27,2;0,65;28;A;A;SIM;
Utilitário Esportivo Grande;CAOACHERY;TIGGO8;PHEV;1.5T-16V;Plug-in;DHT;S;E;G;36;0;0;A;\;22;23;\;\;11,0;10,9;32,7;27,8;0,67;54;A;A;SIM;
Utilitário Esportivo Grande;CAOACHERY;TIGGO8;TGDI;1.6T-16V;Combustão;DCT-7;S;E;G;32;524;4;B;\;123;\;\;\;10,1;12,0;\;\;2,01;\;B;C;-;
Utilitário Esportivo Grande;CAOACHERY;TIGGO7;PRO;1.6T-16V;Combustão;DCT-7;S;E;G;22;318;3;B;\;126;\;\;\;9,9;11,7;\;\;2,05;\;B;C;-;
Utilitário Esportivo Grande;CAOACHERY;TIGGO7;PROH;1.5T-16V;Híbrido;CVT;S;E;F;63;349;2;C;0;120;\;8,1;8,5;11,1;11,2;\;\;1,89;\;A;C;-;
Utilitário Esportivo Grande;CAOACHERY;TIGGO7;SPORT;1.5T-16V;Combustão;CVT;S;E;F;63;349;2;C;0;120;\;8,1;8,5;11,1;11,2;\;\;1,89;\;A;C;-;
Utilitário Esportivo Grande;CAOACHERY;TIGGO7;PROH;1.5T-16V;Híbrido;CVT;S;E;F;47;287;1;B;0;116;\;8,5;8,6;11,6;11,4;\;\;1,82;\;A;C;-;
Utilitário Esportivo Grande;CAOACHERY;TIGGO7;HA;1.5T-16V;Híbrido;CVT;S;E;F;47;287;1;B;0;116;\;8,5;8,6;11,6;11,4;\;\;1,82;\;A;C;-;
Utilitário Esportivo Grande;DONFENG;SERES3;ELEG;Elétrico;Elétrico;A-1;S;E;E;ND;ND;ND;A;\;0;\;\;\;\;\;37,0;34,7;0,57;206;A;A;-;
Utilitário Esportivo Grande;GWM;HAVAL H6;PREM HEV;1.5-16V;Híbrido;DHT-2;S;E;G;21;290;1;A;\;102;\;\;\;13,8;12,0;\;\;1,65;\;A;C;-;
Utilitário Esportivo Grande;GWM;HAVAL H6;HEV;1.5-16V;Híbrido;DHT-2;S;E;G;21;290;1;A;\;102;\;\;\;13,8;12,0;\;\;1,65;\;A;C;-;
Utilitário Esportivo Grande;GWM;HAVAL H6;PREM PHEV;1.5-16V;Plug-in;DHT-2;S;E;G;21;16;1;A;\;120;9;\;\;11,7;10,4;28,7;25,3;0,75;113;A;A;SIM;
Utilitário Esportivo Grande;GWM;HAVAL H6;PHEV;1.5-16V;Plug-in;DHT-2;S;E;G;21;16;1;A;\;120;9;\;\;11,7;10,4;28,7;25,3;0,75;113;A;A;SIM;
Utilitário Esportivo Grande;HONDA;CR-VHYBRID;TOURING;2.0-16V;Híbrido;CVT;S;E;G;15;76;0;A;\;102;\;\;\;14,2;11,6;\;\;1,66;\;A;C;-;
Utilitário Esportivo Grande;JEEP;COMPASS;SERIESTF;1.3-16VT;Combustão;A-6;S;E;F;36;411;3;B;0;123;\;7,2;8,7;10,1;12,0;\;\;1,97;\;B;C;-;
Utilitário Esportivo Grande;JEEP;COMPASS;LIMITED TF;1.3-16VT;Combustão;A-6;S;E;F;36;411;3;B;0;123;\;7,2;8,7;10,1;12,0;\;\;1,97;\;B;C;-;
Utilitário Esportivo Grande;JEEP;COMPASS;LONGTF;1.3-16VT;Combustão;A-6;S;E;F;36;411;3;B;0;123;\;7,2;8,7;10,1;12,0;\;\;1,97;\;B;C;-;
Utilitário Esportivo Grande;JEEP;COMPASS;SPORTTF;1.3-16VT;Combustão;A-6;S;E;F;36;411;3;B;0;123;\;7,2;8,7;10,1;12,0;\;\;1,97;\;B;C;-;
Utilitário Esportivo Grande;JEEP;COMMANDER;OVR T270;1.3-16VT;Combustão;A-6;S;E;F;35;285;4;B;0;128;\;7,0;8,2;10,0;11,4;\;\;2,05;\;C;C;-;
Utilitário Esportivo Grande;JEEP;COMMANDER;LIMT270;1.3-16VT;Combustão;A-6;S;E;F;35;285;4;B;0;128;\;7,0;8,2;10,0;11,4;\;\;2,05;\;C;C;-;
Utilitário Esportivo Grande;JEEP;COMMANDER;LONGITUDE;1.3-16VT;Combustão;A-6;S;E;F;35;285;4;B;0;128;\;7,0;8,2;10,0;11,4;\;\;2,05;\;C;C;-;
Utilitário Esportivo Grande;JEEP;COMMANDER;T270;1.3-16VT;Combustão;A-6;S;E;F;35;285;4;B;0;128;\;7,0;8,2;10,0;11,4;\;\;2,05;\;C;C;-;
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEVEX;1.6-16V;Híbrido;DCT-7;S;E;G;21;158;1;A;\;114;\;\;\;11,5;12,1;\;\;1,84;\;A;C;-;
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEVLX;1.6-16V;Híbrido;DCT-7;S;E;G;21;158;1;A;\;114;\;\;\;11,5;12,1;\;\;1,84;\;A;C;-;
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV SX;1.6-16V;Híbrido;DCT-7;S;E;G;21;158;1;A;\;114;\;\;\;11,5;12,1;\;\;1,84;\;A;C;-;
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV GT;1.6-16V;Híbrido;DCT-7;S;E;G;21;158;1;A;\;114;\;\;\;11,5;12,1;\;\;1,84;\;A;C;-;
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEVEXP;1.6-16V;Híbrido;DCT-7;S;E;G;21;158;1;A;\;114;\;\;\;11,5;12,1;\;\;1,84;\;A;C;-;
Utilitário Esportivo Grande;LEXUS;NX350H;LUXURY;2.5-16V;Híbrido;CVT;S;E;G;13;59;1;A;\;92;\;\;\;15,3;12,9;\;\;1,50;\;A;B;SIM;
